,GT_th_0.0_freq_0.05_mean,GT_th_0.0_freq_0.05_std,GT_th_0.0_freq_0.4_mean,GT_th_0.0_freq_0.4_std,GT_th_1.0_freq_0.05_mean,GT_th_1.0_freq_0.05_std,GT_th_1.0_freq_0.4_mean,GT_th_1.0_freq_0.4_std,GT_th_2.0_freq_0.05_mean,GT_th_2.0_freq_0.05_std,GT_th_2.0_freq_0.4_mean,GT_th_2.0_freq_0.4_std,GT_th_3.0_freq_0.05_mean,GT_th_3.0_freq_0.05_std,GT_th_3.0_freq_0.4_mean,GT_th_3.0_freq_0.4_std,GLDS_Homogeneity,GLDS_Contrast,GLDS_ASM,GLDS_Entopy,GLDS_Mean,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,LBP_R_1_P_8_energy,LBP_R_1_P_8_entropy,LBP_R_2_P_16_energy,LBP_R_2_P_16_entropy,LBP_R_3_P_24_energy,LBP_R_3_P_24_entropy,LTE_LL_7,LTE_EE_7,LTE_SS_7,LTE_LE_7,LTE_ES_7,LTE_LS_7,Zernikes_Moments_radius_9_0,Zernikes_Moments_radius_9_1,Zernikes_Moments_radius_9_2,Zernikes_Moments_radius_9_3,Zernikes_Moments_radius_9_4,Zernikes_Moments_radius_9_5,Zernikes_Moments_radius_9_6,Zernikes_Moments_radius_9_7,Zernikes_Moments_radius_9_8,Zernikes_Moments_radius_9_9,Zernikes_Moments_radius_9_10,Zernikes_Moments_radius_9_11,Zernikes_Moments_radius_9_12,Zernikes_Moments_radius_9_13,Zernikes_Moments_radius_9_14,Zernikes_Moments_radius_9_15,Zernikes_Moments_radius_9_16,Zernikes_Moments_radius_9_17,Zernikes_Moments_radius_9_18,Zernikes_Moments_radius_9_19,Zernikes_Moments_radius_9_20,Zernikes_Moments_radius_9_21,Zernikes_Moments_radius_9_22,Zernikes_Moments_radius_9_23,Zernikes_Moments_radius_9_24
0,0.7233634625621761,7.197784925357227,0.32622568432251775,3.923797124960376,0.2264558221600031,2.2459025188774513,0.19995024274649315,1.5706723097196387,1.2006580458229994,7.466021602342396,0.37222895613655604,6.364781567512303,0.21936863346681337,2.2638937347614334,0.199925821597739,1.6682968192761167,4995.097565199275,21886401.25,36144404.5,-148405.04974085663,341698.25,123.8595597385621,3229.8338955515624,136.0,148.0,-0.4214707597021502,2.682536266159074,0.0070188720358228774,5.208691882823013,0.0,255.0,0.09415424868541508,29.0,90.0,159.0,179.0,150.0,6.591379494292116,-1.8066892619553947,14.07426145126079,-2.5800425912091267,21.590514623479393,-3.017470693958049,198066.86574817944,2338.042334944719,479.82954796352533,20097.527765353854,1042.7782297793374,7607.588534861316,0.31830988618379064,0.017705083376440375,0.004077391320882383,0.03933328156089976,0.038760368894323896,0.02037257917073289,0.018965299924393036,0.033965268510871297,0.028136532233937105,0.00307975958528491,0.03250190335382924,0.031758589571849426,0.048787175842740366,0.024927093636013847,0.029775294674390787,0.04310578634442078,0.009704406785501274,0.011090162247965848,0.02511586563300674,0.025291062065022876,0.002905988510982252,0.022718979222479407,0.04707941090463348,0.01934824101618932,0.006740902856550431
0,1.1345119411192168,5.080127227750429,0.4800626142284548,5.340170341658947,0.24040415291593184,2.6863687395929046,0.23795458688886711,1.9421535203847788,1.0843538895668563,4.847546688827461,0.4749210262251041,3.5676484077726505,0.24393181419872775,2.150720064399963,0.2379417188356188,1.6857260767239628,2867.432980100638,15098486.75,19766172.5,-141719.54065976164,355129.25,143.1371294117647,1617.271341209032,139.0,127.0,0.04526909568145227,2.4221586292045836,0.007167411965882072,5.086640108899289,7.0,254.0,0.08236735060290072,92.90000000000009,113.0,172.0,196.0,103.09999999999991,6.915713212881566,-1.8563932850089262,15.272103901162073,-2.6809922377475153,23.544896743722212,-3.1285828885195466,135625.32933566428,2374.99540190187,519.4455663441121,14737.082091075761,1093.3137162332712,6243.19703246123,0.3183098861837905,0.05166588035037914,0.02507915396240874,0.018413020572219177,0.029125895438121066,0.008095043499490901,0.036326592078338715,0.02365716027211577,0.012162028101717954,0.021066596977096064,0.01789755043225145,0.04402138003450441,0.011020515644368664,0.017353926640992706,0.03650581940121939,0.04264120496871392,0.03211701056446884,0.011181574797400121,0.039609118853411125,0.05369715352316655,0.002031878819280972,0.026512791712762575,0.04796327411541853,0.018522783126154855,0.03650508124499063
0,1.133149381759046,7.921037138711169,0.5132874651938812,8.588981570949285,0.28536064150757023,2.8742402079357956,0.2753795001295461,1.866484509375011,1.3407932385862227,5.533046528262466,0.5334710780198325,5.7293588884914115,0.284887232900476,2.9486353802570484,0.27538491872131754,2.0728200977080915,5744.65067664698,32172419.25,38979696.0,-146580.09755005015,410291.25,167.07169045751635,2475.3498139297126,186.0,196.0,-1.3116466701193659,3.770960484504926,0.010370198195998688,4.9523479923320854,0.0,249.0,0.08163071588991808,85.0,146.0,201.0,210.0,125.0,6.924296736310255,-1.863258105107813,14.813053227007876,-2.6436788492920322,22.585257601967694,-3.0750002313328744,167751.77434967153,2541.9187527782924,539.6723218658622,17445.309226012738,1160.4732166708918,6992.858407926296,0.31830988618379075,0.005251005837811805,0.011618861486360103,0.02222026516937632,0.012741078224449984,0.022477629231328046,0.026371095690062688,0.02994411240151627,0.015142079672951309,0.007363455336968682,0.00792118276225214,0.009514736258487064,0.038633479745355775,0.01587228017241603,0.017491217364830385,0.01601928206684336,0.023635393323488203,0.020409278122490947,0.030046863981963084,0.030645793184691263,0.016174894235896818,0.037585403296837065,0.015930692813210384,0.011852999390622255,0.019558731545549365
0,0.4284062301632402,4.721062990531561,0.2504013695062211,4.700304660689643,0.12411706139284202,3.8625887521244016,0.14815898172499586,3.2527825701901087,0.7035018677232009,4.636236811183608,0.30626925610772987,4.247994578048057,0.12430533681089415,3.1278515175258508,0.14822182634898565,3.0167838412154504,5357.200783294021,27618852.5,32208622.0,-144265.4370212965,404316.5,91.83053525054466,2921.6030150492847,84.0,0.0,0.600468454602246,3.291663842168021,0.006783766764547349,5.238239435455769,0.0,255.0,0.0998050524796143,29.0,54.0,125.0,161.0,132.0,6.582389561057963,-1.8102303932119455,14.129995022399203,-2.587878239089403,21.870466657028768,-3.0360329147288754,177578.60734967148,4223.099472324423,986.8681264745895,21151.44327175895,1916.2563007390986,8292.15903118374,0.31830988618379097,0.03047694443593706,0.02334810357253715,0.007255617404792127,0.02774456304281071,0.014125168277873237,0.011986775404948814,0.01232182655137122,0.04379011535553207,0.032853795429655205,0.01890100714908244,0.02427627491264617,0.028701232354438378,0.023713164798336697,0.00392541766353329,0.016143533347148197,0.035445050077090375,0.015842876490836873,0.005388373562945708,0.026410031174007483,0.0058843439422116475,0.017658768073754365,0.016186428203832606,0.015324785807141845,0.019558940214717928
0,0.9244832330977008,4.928333606857599,0.33116728308366816,5.531844652233062,0.19003316932014072,1.5509336144181114,0.17952361934841382,1.3365241781806179,0.8180625900736854,4.701477695894529,0.33680309377395545,3.112979168507795,0.18967177714104513,2.8423959437254553,0.17953442970878666,1.4949092119167966,3432.784058092704,13651987.0,24558405.0,-145452.19213070621,309916.5,109.22358797385621,1527.9625127878578,112.0,144.0,-0.21117927346035587,2.342626210228517,0.007661958434357157,5.025901012742104,3.0,255.0,0.09689303785544487,57.0,79.0,141.0,156.0,99.0,6.857088519137719,-1.845487400873609,15.158314666506843,-2.670334877843463,23.347003661859233,-3.119067057660007,136095.0165576824,1915.472375043189,383.9093531788772,12732.824373931975,832.7396698299253,4918.517842916191,0.31830988618379075,0.002445024618392881,0.021919068674330064,0.005235204799036099,0.010853981088089826,0.031991170856016854,0.012613667676021652,0.028439959780745618,0.04103744704927292,0.01711411718826168,0.0014962621125851946,0.013720699252177088,0.006572278279586395,0.015357677316396333,0.026436857174572642,0.013529256278073751,0.023060006701760248,0.013913244020804343,0.018520145464741233,0.004363314983569047,0.017442312611778532,0.012325861988453491,0.039003608363528106,0.004194436187364111,0.012489220895715707
0,1.1715949364233664,5.472620331275445,0.5075556670489142,6.878981945213143,0.262084136953561,3.093660537211333,0.2556021252489829,2.453600958337449,1.204253805723583,5.11793927156762,0.5005722164495047,4.361284863722546,0.26513519374898115,3.062206131972068,0.25561103681448855,2.168000009013242,3363.6139870653924,26739732.5,20680783.5,-138943.66281820563,437883.5,154.71488836601307,2915.3615584755435,159.0,255.0,-0.13619409748626302,2.224335211665085,0.005887239535365794,5.291068623315067,4.0,255.0,0.08150165989899963,87.0,108.75,196.0,224.0,137.0,6.695811261963054,-1.821953151469895,14.744468722305411,-2.6368106830214506,22.83278538531373,-3.0881245933060435,182898.57142804144,3281.597353882362,720.7775279102611,18929.1549208757,1478.7194623357461,8547.715057169476,0.3183098861837907,0.018288561406548342,0.008651052449489105,0.017628932867843637,0.012793397432147306,0.011539188315137915,0.007628571213267604,0.013763326782295165,0.017205418435039265,0.02888876136621143,0.024154117957587984,0.03499546106015258,0.007162716695073884,0.023813004220220556,0.017411391138750183,0.023851037614190274,0.027491778675439248,0.016357371723908103,0.027383612571946728,0.03626220513461474,0.022451397971192538,0.042979988119332985,0.031074000669128608,0.02842931873763876,0.0271622606168829
0,0.5799600006655362,3.6947100222084606,0.2873170118681683,3.468581924221248,0.135514947700507,3.5308728041446757,0.15314162288035096,3.8188002916718324,0.5069528507054737,2.7293693743827645,0.277048843688292,2.7196163961471895,0.13522664357599445,2.721272802168825,0.15315595195667459,2.2933939271930384,4889.578933345914,19009523.75,30274764.0,-145624.53457260388,344859.75,95.28228531590415,2710.595465264125,109.0,129.0,-0.16129875497343774,2.3097271287964745,0.008154255263083056,5.087511315254466,0.0,245.0,0.10957237721887318,17.0,42.0,128.0,151.0,134.0,6.968995179128462,-1.8717314928180073,14.951967130626251,-2.6575365967025513,23.108183576070793,-3.107065158289547,184135.00647134506,3867.17784298474,943.5604491907218,17034.784204521973,1767.5147202556032,6439.2656246886045,0.31830988618379086,0.06429965845848923,0.04298766770749687,0.023612244134556846,0.005741912347740195,0.006029795429833149,0.033898914417145216,0.016712990427218195,0.0276788484524089,0.012052711288019963,0.024789850809251324,0.02279121962839187,0.019474640847540702,0.010839879499872453,0.017177174752561166,0.015068734976256376,0.017467771570104665,0.01677797703318193,0.014995391984490354,0.009219201179937447,0.005420282902474288,0.0005737560165010061,0.007708745237143897,0.006295880733581732,0.056425035975785756
0,0.8948775496305936,5.237631718157327,0.4206777346825552,4.518536099894392,0.19021609852995178,1.6495573523368758,0.191571776123884,1.0352285905376644,0.7674925587894109,4.707944359568236,0.3723749089344597,5.625283720170714,0.1909298260060046,1.5609308678257987,0.19156080802279785,1.2178626930831895,4950.320554055603,16313078.0,34297853.5,-148687.31988472765,310039.0,114.97614779956427,1402.6342904474568,109.0,106.0,0.6535403135032632,3.9567274111991644,0.009027688845281746,4.974087698309279,0.0,255.0,0.09080410771033083,74.0,92.0,135.0,162.0,88.0,6.645750052598359,-1.8178553127312604,14.50063234937976,-2.617423270257696,22.4769291746554,-3.0697418271807364,117027.34747863111,1736.3957973273634,323.53222440666156,16910.704902315414,731.5671995506657,7101.121949079634,0.3183098861837906,0.05654289661283444,0.013230775184526748,0.05214566201910379,0.005164360583428426,0.03372729800385371,0.05987360920194883,0.0668381452696289,0.05602323790229938,0.05145331783384447,0.03350401653795516,0.04504192056522623,0.0501095142369184,0.04397600844871974,0.02070384577757397,0.06595914080180201,0.04565397843388388,0.05919894402953264,0.07766787167879911,0.055139944050466246,0.006297845866712101,0.030127428008865413,0.027140690412813574,0.03723528274799707,0.012743242563316326
0,0.7797782172867239,5.205381027409968,0.3253046682907822,5.052401278710283,0.17560311002279716,2.4052543523186216,0.17564815273976586,1.7835920539223318,0.9532049329816723,4.6289816252246485,0.319989514405269,2.6885464501792407,0.17561835657071298,2.4056400547528365,0.17564669708586392,1.7851638338894753,3493.9491020465157,14913133.0,22038207.0,-142412.7125612415,351766.5,107.36874248366013,1545.1429181148192,101.0,90.0,1.024762629221662,4.630163119443676,0.008921402325874673,4.958943080613611,22.0,255.0,0.09360150252900956,62.0,83.0,123.0,163.0,101.0,6.607465523298234,-1.806234194530755,14.699735135913004,-2.631334177437172,22.895190561533536,-3.0911810225053133,133659.66706814148,2441.2446968888266,506.5567739351485,14637.588267051095,1069.8059826797323,5693.817834520276,0.3183098861837905,0.002737341556356294,0.001124797752322994,0.005527670525588093,0.005590431578412276,0.002883856064046264,0.008828795280511394,0.007332055401563446,0.013568584271293887,0.017505950283769927,0.015005160061701658,0.02913205904692916,0.001450587241230638,0.008524793672514394,0.03464675986360745,0.022765574740295034,0.02965129345595928,0.027817181082504965,0.03961151574351171,0.030011065763072435,0.004809061908512163,0.01993864613141808,0.028009177931370297,0.004941881949624198,0.055020625107310296
0,0.48278241216481993,6.044962716968232,0.2682103371711955,4.431350826607362,0.13292404547588602,2.467189495961737,0.15607884408954212,3.1348404840270705,0.6849890671332922,3.645198691807911,0.30030809430275324,4.111637932587843,0.13788387254912396,2.6951236292233216,0.15607493170843784,2.922785798377633,3334.454762235786,27281612.25,21332310.5,-139356.7236210653,435003.25,96.94567180827886,2674.321714565764,96.0,43.0,0.27912809344677303,2.243601104899672,0.006024240605260081,5.260714257722254,0.0,255.0,0.10106649207103639,34.0,48.0,136.0,164.0,130.0,6.920866152103475,-1.8580521085093813,14.763840164943378,-2.638378321266514,22.705394773478535,-3.082766164329839,178485.74554731103,2907.8667969349967,701.5551203094011,17225.925062792507,1394.2136894442767,6500.192801763709,0.31830988618379025,0.10996976757678584,0.047114468056232726,0.010683691601015573,0.022471633608162293,0.03844163401840807,0.02554393880878237,0.016013150676640178,0.006830407224280447,0.031755634965393714,0.03337654589331928,0.03877093302441291,0.03866772750735821,0.04260282864749291,0.027725023254983862,0.0043676013757758285,0.032866798268967316,0.032789990643174,0.015148518574025232,0.04000489114508649,0.0012972558032483786,0.024524692387477596,0.02048920157598372,0.017627261511414232,0.032960701230304666
